BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings
98995,Mutanter och Maskiner,2011,"Mutanter och Maskiner (""Mutants and Machines"") is an MMO (Modestly Multiplayer Offline) board game, developped for the Swedish game convention Lincon in 2011, heavily influenced by the game ""Marketeer"" (space-themed, designed with Eve Online in mind) from the convention Kattcon 2009 in Sweden.&#10;&#10;The game is based on the concept of ""a large player base (20-60 persons) that comes and goes"" and goes on for about 2-4 consequtive days with a maximum of about 8 players ""logged in"" at the same time. The game requires a game master who controls the game flow. (Due to the nature of the game being active at all times, there needs to be several game masters taking turns.)&#10;&#10;The game is played on a large game board map. Players create characters and move around on the map picking up tokens which allow them to draw cards that represent resources, foes to defeat, missions or certain events. Players form ""clans"" consisting of 2-4 players and roam around the board, pursuing missions, earning experience points, money and points for their clan. Clan points are rewarded for completing missions that advance the game. Clans with high points may build home bases around the board and earn other privilegies.&#10;&#10;Players can ""log out"" (leave the game) at any time. All cards the player has are saved. The player can come back at any time and re-enter the game by simply reclaiming his cards.&#10;&#10;The game ends when the convention or set time (2-4 days) is at an end, at which point the clan with the most points wins. The game may also end if players manage to fulfil any end-game requirement set up by the game master(s).&#10;&#10;",15,60,3000,3000,0.0,0.0,0
229639,Guild Ball: The Farmer's Guild – The Honest Land,2017,"&ldquo;Farming is a senseless pursuit. You sow what you may reap, then you reap what you may sow. Senseless.&rdquo;&#10;&#10;&mdash; Obulus, Mortician&rsquo;s Guild&#10;&#10;Honest as a day&rsquo;s work, Grange is no country bumpkin. Filled with unflinching resolve and unbreakable constitution, he&rsquo;s just a little rough around the edges. When trouble crops up, he&rsquo;ll plant himself to face it head-on.&#10;&#10;Grange is all about grit: cultivating strategies planted at the start of a game, he waits for his plans to mature before reaping the fruits of his labor.  Strong communities are built around food we trust to nourish our bodies, and this Guild Ball roster is no different. Emboldened by their sturdy captain, his resilient team works hard to reap what they sow. Patient coaches looking for a Guild that plays more like a family than a team will enjoy the hearty Farmers.&#10;&#10;",2,2,60,120,7.6,0.0,15
151067,"Zombicide Gaming Night #1: Cars, Food or Guns",0,"These are boxes specially made for retailers, containing a three-mission campaign with special ""gaming night"" rules, exclusive dice and miniatures. All you need to have a nice Zombicide night! The first Gaming Night Kit is called ""Cars, Food or Guns"" and features the famous Kyoko. Your team has to choose what's best for survival among the three options, and play accordingly. When the dawn finally comes, you may come home with prizes!&#10;&#10;",1,6,60,60,7.25079,5.5803,126
245599,The Metro Mosaic Game,1969,"Metro-Mosaic is a game of logic played with different colored markers on a grid divided into 4 territories. Each player fills his territory leaving the fewest number of open cells. During play each player devises a plan of development, a plan of defense, and a plan to disrupt his opponents plans. Finished game of the model of the ""Broad Acres"" community.&#10;&#10;",2,4,0,0,0.0,0.0,0
35733,Fångarna på fortet,1993,The goal of this game is to collect 4 keys and open the treasure chest and remove as much money as possible.&#10;&#10;To get the keys you have to go in to dark cells in the fortress and solve the task given to you.&#10;&#10;Contents:&#10;1 board game&#10;30 red keys&#10;30 black keys&#10;104 money&#10;125 cards with riddles&#10;4 blanc cards for your own riddles&#10;1 card with father Foura&#10;10 cards with tasks&#10;1 box&#10;2 dice &#10;6 pieces&#10;1 glass timer&#10;1 chest&#10;1 rulebook&#10;&#10;,3,6,0,0,2.0,0.0,3
203800,Dust 1947,2016,"The story so far...&#10;&#10;The year is 1947. The war that started eight years ago with Germany invading Poland isn't over. The conflict has long since spread worldwide. Other than the three great blocs, there are but a handful of countries left hanging on to relative neutrality.&#10;&#10;As the conflict grew longer, old alliances were broken while new ones were formed. Nowadays, the leading powers of the past are assembled into three huge states:&#10;&#10;&bull; The Allies have gathered around the U.S.A. This great coalition of nations includes, among others, the British Commonwealth and the French colonial empire.&#10;&bull; To secure their survival against their powerful enemies, Germany, Japan, and Italy have merged as the Axis. The rise of this totalitarian state was helped by the successful assassination of the F&uuml;hrer in 1943 following operation Walkyrie.&#10;&bull; The USSR and communist China have united their fates to build the SSU, or Sino-Soviet Union. Becoming a planetary power, the communist bloc intends to impose its way of life on all other continents.&#10;&#10;Throughout the world, the three blocs are fighting to gain exclusive control over a revolutionary ore: Vk. This ore has revealed extraordinary properties and brought forth the design of gigantic combat robots, capable of challenging the world's most advanced tanks.&#10;&#10;The discovery and first military applications of Vk came from Germany. Everything concerning this ore is shrouded in mystery. Rumors have been going around saying its secrets were revealed by aliens from another planet &mdash; but who could take such rumors seriously after years of war propaganda?&#10;&#10;",2,8,60,120,7.55018,5.59727,141
228116,Krosmaster: Arena – Duel Pack 3,2016,Includes two exclusive figures (Anathar and Justice Knight Jr) and their character cards as well as:&#10;&#10;1 game map&#10;2 token sheets&#10;2 engraved dice&#10;&#10;Krosmaster: Arena &ndash; Duel Pack 3 is a standalone two-player game that can also be used to expand Krosmaster: Arena.&#10;&#10;,2,2,45,60,9.0,0.0,3
122706,SkirmishElite: Screaming Eagles at Hamburger Hill,2003,"SkirmishElite: Screaming Eagles at Hamburger Hill is a scenario book used to recreate skirmish-level battles and campaigns centered on the 101st Airborne's struggle to capture the NVA strongpoint on Dong Ap Bia (aka Hamburger Hill) from the 29th NVA Regiment in May 1969.  The book includes eight detailed scenarios that can be played alone or together in one of three campaigns.&#10;&#10;To accomodate replayability, the book includes a variable order of battle for each scenario which results in unique scenario and campaign replays.  The book includes specific translation rules so that make it compatible with a variety of existing skirmish wargame rule sets.  It also includes a unique generic order of battle listing which will allow for the use of the scenarios in any skirmish rule system.&#10;&#10;The scenarios are based on historical research and the book contains background information and a map of the actual campaign for Hamburger Hill.&#10;&#10;",2,4,0,0,7.25,0.0,4
43309,Pig Tails,2008,"Pig Tails, collect the most pigs to wine..but watch out for the Big Bad Wolf!&#10;&#10;Players roll 3 dice to collect the pig cards.&#10;The color pig you roll determines which color pig card you can take.&#10;If you roll a Big Bad Wolf you cannot claim any pigs! Instead, you must put back pigs you already collected!&#10;&#10;The first player to collect 4 pig cards of each color wins!&#10;&#10;User summary:&#10;&#10;Dice rolling game for the very young. The active player rolls three dice. One shows a pig head in one of three colors. One shows 1-3 pig tails and the third one shows nothing or a wolf.&#10;The player may take as many pig tokens in the color rolled as the number of tails determines, unless he/she also rolls a wolf. In that case, he/she has to return that number of tokens to the ""bank"". The first player to gather four tokens of each color is the winner.&#10;&#10;",2,4,15,15,3.83333,0.0,15
7505,Phalanx: Great Battles of Alexander Module,1998,"Sellasia, 221 BC&#10;Mantinea, 207 BC&#10;&#10;Phalanx covers two of the major battles in the waning days of the Successor Wars, in which the Greek city-states and leagues and the descendants of the original Diadochoi were still fighting for Hellenic supremacy, and in which the phalanx -- the massive, heavy infantry formation brought to peak efficiency by Alexander -- was still in its heyday. The armies in these battles are very Macedonian in style, with a lot of mixing of unit types and capabilities, with the exception that, because of the terrain, reliance on cavalry is almost non-existent. The phalanx itself was still the army's anchor, although it was only a generation away from its initial comeuppance at the hands of a Roman army at Cynoscephalae.&#10;&#10;To play Phalanx, you need a copy of The Great Battles of Alexander / Great Battles of Alexander, Deluxe Edition.&#10;&#10;(from GMT website)&#10;&#10;",2,2,240,240,7.42449,5.58453,98
258636,Looterz: Rigor Mortis,2018,"The Dark Overlord Rigor Mortis and his servants have left the Tower of Dark Sorcery on an important mission. Before leaving, the overlord entrusted the tower to his business partner, the warrior Romolo. The latter is not the most brilliant guy, but he&rsquo;s a willing hard-worker for sure. Romolo (and other creations and experiments of the sorcerer) is tasked to protect Rigor&rsquo;s&#10;precious treasure, which is accidentally getting smaller and smaller every time he leaves for a few hours. What&rsquo;s happening to the treasure of Rigor Mortis? Is there really anyone fool enough to steal from the Dark Overlord?&#10;&#10;Looterz is a fast and simple card game with amazing illustrations of Riccardo Crosa. The game is set in the fantastic universe of the Dark Overlord Rigor Mortis. Use your deck of cards to unleash devastating combos and loot the treasure of Rigor Mortis, while hindering the efforts of your opponents.&#10;&#10;Who will steal the treasure of Rigor Mortis before the activation of his lazy magic alarms inside the Tower? Who will escape with the loot and leave all opponents at the mercy of His Dark Majesty?&#10;&#10;",2,6,30,40,7.07256,5.60997,195
177210,Eight Epics,2015,"Eight Epics is a cooperative dice game in which the heroic players must overcome unprecedented crises through the powers available to them and the ability to roll dice. A hero's capacity for heroics is finite, however, so you need to prevent the disaster before you run out of life.&#10;&#10;",1,8,30,30,5.81289,5.55359,464
159578,Sweet Sabotage,2015,"Sweet Sabotage is a board game about maids, butlers, desserts, and SABOTAGE! Build and serve your customers desserts to please your master, or destroy other player&rsquo;s progress through sabotage! The cafe inheritance is on the line, make sure YOU win it!&#10;&#10;Players start by choosing a maid/butler, and each of them have specific skills. Customers come in with their dessert card order, and the player has to collect ingredients to fill up the dessert card and serve the customer successfully. Be sure to act fast though! Some customers are impatient and will not tolerate slow service!&#10;&#10;If you can't find the ingredient you urgently need, or you have to prevent someone from serving their final customer and winning the game, you can draw a Sabotage Card. These cards are powerful, and allows you to steal ingredients from other players, or even wreck their dessert forcing them to start over... but be careful! You can draw a CAUGHT card and you lose points!&#10;&#10;The first player to reach a certain amount of favor points (gained from serving desserts to customers) wins the game, and the inheritance of the whole cafe!&#10;&#10;",2,6,45,45,7.4,0.0,5
32810,Game of Nuns,1830,"Featured in the book Games We Play as an example of an early game from Nuremberg.  The game appears to be a four person game of checkers played on cross with 33 holes, and the playing pieces are pins about the size of golf tees.  The board is actually the lid of a wooden box that holds the pieces.  Unlike other games from this early 1800's Nuremberg period, there is a chance copies of this game exist, even in mint condition, because it looks to be all wood.&#10;&#10;",2,4,30,30,0.0,0.0,0
6836,Touché-Coulé infrarouge,1999,"This latest evolution of the antique Battleship game (the French name would translate as ""Infrared Battleship"", I guess) seems to be available only in France, Belgium and French Canada so far --I've yet to see an English version.&#10;&#10;The two Battleship display boxes have been replaced by full-fledged computers with an infrared link.  The game features sound effects, it talks, it recognizes vocal commands.  (I'm not sure if it can be networked to play with more than two --too bad if it can't!)  Besides the standard Battleship rules, it allows advanced twists like scouting planes and the like --all made possible by the electronic referee.&#10;&#10;",2,2,20,20,6.0,0.0,6
178930,WALLS: Race Through a Changing Maze,2016,"The game board is set up with 3D wall pieces that plug into the board, making a giant maze.  The goal of the game is to be the first player to reach the Finish space.  Dice are rolled to allow a player to first move their pawn, and second to move walls.  The walls pivot around a point allowing the player to open new paths to the Finish, or to block opponents' paths to the Finish.&#10;&#10;There are some special moves that a player may do when the player rolls doubles:&#10;1.  Change places with another player's pawn&#10;2.  Move through walls the number rolled (Double 4's means 4 spaces through walls)&#10;&#10;    Note:  If option 1 or 2 is played, then the player forfeits their option to move walls.&#10;&#10;&#10;3.  Simply play the roll.&#10;&#10;If you are looking for something more strategic than a dice rolling game, there is a second set of rules that eliminates the dice and makes the game more strategic.&#10;&#10;There is also an option to add a ""Bad Guy"" to game play.  This gives the game an exciting element that makes the players play against each other and against the board.&#10;&#10;The complete set of rules can be seen on the Kickstarter page:  https://www.kickstarter.com/projects/111778715/walls-race-through-a-changing-maze&#10;&#10;",2,6,10,30,5.96111,5.50805,36
