BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings,Mechanics,Categories
93336,Im Schatten Simyalas,2010,&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;User summaryIm Schatten Simyalas (In the Shadow of Simyala) is a compilation of three Das Schwarze Auge adventures that form the campaign of the same name. It is suitable for 3-6 inexperienced player characters.&#10;&#10;It contains updated versions of&#10;&#10;     A098: Namenlose D&#195;&#164;mmerung&#10;     A107: Stein der Mada&#10;     A108: Der Basiliskenk&#195;&#182;nig&#10;&#10;&#10;The elven city Simyala has been destroyed by the Basilisk King a long time ago. It's location has been lost in time. Now dark powers try to find it. The heroes are on a divine quest to find Simyala before them.&#10;&#10;,N/A,N/A,N/A,N/A,8,0,1,[],[]
200372,Rope Rescue,N/A,"Rope Rescue is an award-winning top-10 iOS puzzler where the player guides Rupert the Parrot to wrap the rope around the wheels and free the baby birds. Drag a length of rope through a series of gears, and attach it to the cage to release your friends. Pesky enemies, fire, and other rope-wrecking obstacles threaten feathered freedom. Collect butterflies on the way for special bonuses, and try use as little rope as possible for maximum points.&#10;&#10;Source: The Developer Website.&#10;&#10;",1,1,N/A,N/A,0,0,0,[],[]
212747,The Trouble With Trollops,2001,A One-Round Living Greyhawk Theocracy of the Pale Regional Adventure&#10;&#10;From the introduction:&#10;&#10;What do you do when you are needed at two different places at the same time?&#10;&#10;An adventure for character levels 3 - 8.&#10;&#10;,N/A,N/A,N/A,N/A,0,0,0,[],[]
12020,Quadromania,1987,"The game consists in:&#10;- One 4*4 square board&#10;- 16 piece, in all the different combinations of 4 colours (red, green, yellow, blue) and 4 shapes (square, circle, triangle, star)&#10;&#10;One player is the colour-player and the other is the shape-player.&#10;&#10;Colour-player scores points for rows (of four pieces) and quads (2*2 formations of four pieces) in which the colours are all the same, or all different.&#10;&#10;Shape-player scores points in exactly the same way as the colour-player, but with shapes instead of colours.&#10;&#10;When all the 16 pieces are placed, the winner is the player with the most points.&#10;&#10;",2,2,15,15,5.66667,0,3,"['Pattern Building', 'Pattern Recognition']",['Abstract Strategy']
11442,Schlotterknie Company,1988,"A game of trying to cross a pond of ice without breaking through the ice. One player secrectly notes thin parts of the ice and the others move their families (dobbers marked with the weight of that family member) across the pond.&#10;&#10;Contains:&#10;24 play figures (dobbers), 1 block to note where the ice is thin, 1 die, 1 game board (20x21 squares)&#10;&#10;",3,5,45,45,5,0,3,[],[]
62964,The Father,2008,"User Summary:&#10;&#10;Psychologically speaking, this game has much in common with projective tests like the Rorschach-test or the Thematic Apperception Test developed by Henry A. Murray. The main difference in method is the usage of a group, rather than an individual, as the entity doing the projection. In this game, three persons use their unconscious and conscious minds to create a tragic story about one of the most important things in a persons life; the relation to a husband or a father.&#10;&#10;",N/A,N/A,N/A,N/A,7,0,1,[],[]
213599,Over Hill and Dale,2002,A One-Round Living Greyhawk County of Urnst Regional Adventure&#10;&#10;From the introduction:&#10;&#10;Unknown thieves are harassing caravans plying the Floating Road through Fennelmore Swamp.  People are disappearing and cargoes are being plundered.  Stout hearts are needed.&#10;&#10;An adventure for characters level 3 - 10.&#10;&#10;,N/A,N/A,N/A,N/A,0,0,0,[],[]
8972,Beat the Experts,2002,"University Games has introduced a new genre of family gaming with BEAT THE EXPERTS. We picked the brains of the biggest names in sports, entertainment, medicine, business, art and science to make a revolutionary new game.&#10;&#10;You might not be an astronaut - but you could be smarter than one! Go question for question with Buzz Aldrin to find out if your mental capacity is greater than someone who walked on the moon!&#10;&#10;Each expert has answer a list of 10 questions that are directly - or sometimes loosely - based on their field of expertise. We asked Doctor Ruth to name the Roman goddess of love. We asked Gloria Steinem when the first brassiere was patented. We asked Danny Glover to name the author of The Color Purple. Now we are giving you the chance to find out if you have what it takes to Beat the Experts!&#10;&#10;",2,4,10,10,4.5375,5.48158,40,[],['Trivia']
294779,Gylt,N/A,"SHAPE YOUR FEARS, FEAR THE SHAPES&#10;&#10;Enter the new creation from Tequila Works, a journey where you face your worst fears and are confronted with the emotional impact of your actions.&#10;&#10;Set in a creepy and melancholic world, GYLT is an eerie story mixing fantasy and reality in a surrealist place where your nightmares become reality.&#10;&#10;Hide from terrible creatures or confront them as you find your way through the challenges of this wicked world.&#10;&#10;Source: The Game Website.&#10;&#10;",1,1,N/A,N/A,5.75,0,4,[],[]
196533,Chicken Drop,2015,Similar to Tumblin' Monkeys.&#10;&#10;Take turns removing feathers. You get all eggs that drop during your turn.&#10;&#10;The player with the fewest eggs when they've all dropped is the winner.&#10;&#10;,2,4,10,15,5,0,4,['Action Queue'],"['Action / Dexterity', 'Animals', ""Children's Game""]"
52942,Nephilim,1992,User Summary:&#10;The rulebook for the first edition of Nephilim. Published in French only.&#10;&#10;Le livre de r&egrave;gles pour la premi&egrave;re &eacute;dition de Nephilim.&#10;&#10;,N/A,N/A,N/A,N/A,9.5,0,2,[],[]
176393,Lap Dance Kickstarter Stretch Rewards and 5th Player Expansion,2015,During the Kickstarter several new Dancers and Staff members were unlocked. These were not included in the first print run and could be pledged for in the Kickstarter alone.&#10;&#10;,2,5,45,0,6.45319,5.52042,47,"['Acting', 'Dice Rolling', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Singing']","['Dice', 'Mature / Adult', 'Real-time']"
62010,A Clan of Wretches,2008,"From the publisher:&#10;&#10;Wretchers - warped and twisted clanspeople living on the fringes of civilisation.&#10;&#10;Exiled to the wastes and remote moorlands, the wretch are nomads forced to wander in the wilderness as they seek out new pastures for their herds.  Sometimes launching raids into the frontiers of the civilised lands, frequently ambushing merchant caravans and explorers, these primitive wretch are a nuisance that cannot be ignored.&#10;&#10;But primitive doesn't mean stupid.  These wretch produce art - or graffiti - and strange drum-music that only the most sophisticated of the civilised races fully appreciates.  They may worship the spirits of their ancestors, but this doesn't mean they are lacking in divine power; they may be nomads, but this doesn't mean their society is in any way simplistic.  A summary of their art, music and castes is necessary to understand these complex and enigmatic creatures and their clans.&#10;&#10;Here we provide outlines and definitions for three new, related humanoid races at the Heroic Tier for Dungeons & Dragons 4th Edition.  With numerous statistic blocks, new and strange powers, background information and suggestions for playing wretch Player Characters, the wretcher are a solid and vivid addition to your D&D campaigns.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
135414,Seven Gods of Fortune,2012,"Greetings devoted ones! Seven Gods of Fortune is a set collection card game in which players earn favors from the Seven Gods of ancient Japan by praying at a temple built each round. A set of four cards of a single God gains one favor, while a set of one of each of the Seven Gods gains two favors. The first to six completed favors, wins.&#10;&#10;A good memory and keen eye can help predict the return of the Seven Gods as the deck recycles, while the Gods of Justice and Winds are on hand to mix things up. Some cards have Powers of the Gods and at times it may be more important to play than pray, or even complete a favor.&#10;&#10;Specific cards are added for three player, four player and team games; and patience-style solo-play is supported. Optional rules are suggested to speed up and simplify the game considerably for younger gamers.&#10;&#10;May fortune see you upon the path to enlightenment but remember, you'll need more than just good luck...&#10;&#10;",1,4,30,30,0,0,0,"['Hand Management', 'Memory', 'Open Drafting', 'Set Collection']","['Ancient', 'Card Game', 'Religious']"
259104,100 Mythical Greek Monsters,2012,Publisher's blurb:&#10;&#10;100 Mythical Greek Monsters is a finely crafted list of mostly historically accurate and verisimilitudinous Greek monsters collected by our semi-professional Greeks. Perfect for something to fight in your fantasy or historical fantasy game!&#10;&#10;,N/A,N/A,N/A,N/A,0,0,0,[],[]
159380,Kaiju Kultists,2014,"From publisher blurb:&#10;&#10;When Titans CLASH!&#10;&#10;When you&rsquo;re faced with the villains known as the Kaiju Kultists, it&rsquo;s time to go big or go home! These monsters are so huge we had to design new rules for your Mutants and Masterminds Third Edition campaign to tell the tale.&#10;&#10;In this issue of Due Vigilance you&rsquo;ll find a set of monster-versus-city rules for pitting your heroes against foes who tower over the skyline! You&rsquo;ll also meet a whole troupe of evil Kaiju and their misanthropic human counterparts. From the undying cruelty of Itaihime, to the madness of Waira the Strange, a variety of fully developed super-sized menaces await within these pages. Or use the provided guidelines on designing Kaiju Kultists and other giant creatures to create menaces of your own!&#10;&#10;Designed and written by veteran Mutants and Masterminds author Jack Norris, Kaiju Kultists presents six fully detailed villains and a host of other NPCs. Illustrations are provided in full color by Denis Loubet, Denise Jones, and Alex Williamson, including print-and-play standees for all the featured characters.&#10;&#10;The PDF copy also includes Hero Lab portfolio files for the important NPCs in the book!&#10;&#10;The Kaiju Kultists want to stomp out all of humanity&hellip; only your heroes stand in their way!&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
268111,03-17-2017,2017,"Publisher's blurb:&#10;&#10;Friday Enhanced Map product contains a multi-layered PDF (allowing the options of white or black backgrounds, numbered or non-numbered areas, and secret doors on or off) and a ZIP file with all relevant map files as individual JPG images.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
167652,Epic,2002,"from the introduction&#10;&#10;The adventure is set in modern-day England, and is intended for a group of 4-6 1st-level characters. The PCs are employees of Open Eye Investigations, a private detective agency based in London. Open Eye is owned and run by Michael Santiago, a businessman with several small businesses to his name.&#10;&#10;The Open Eye offices afford access to a TV, net-enabled computer, telephone and fax machine. The PCs have access to the Volvo Estate owned by Open Eye, and can charge their petrol to a company account.&#10;&#10;The adventure begins when the PCs arrive at Timsdown West housing estate. Open Eye has been contacted by Colin and Jenny Robinson, in connection with their son, who went missing along with a number of otherpeople from the estate two weeks ago. The Robinsons are hiring the company but are confident that a number of other families will chip in to the final fee if their children can be found. The PCs know no more than this.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
